################################################################################
IN SEQ: 	 b'not sex ##ist but females shouldn ##t talk sports that ##s like me talking about a new designer purse or something clue ##less'
PRED TOK: 	 [['plays']]
################################################################################
IN SEQ: 	 b'there are some professions and types of business that are more suitable for men than women'
GOLD SEQ: 	 b'there are some professions and types of business that are more suitable for someone than others'
PRED SEQ:	 b'there are some professions and types of business that are suitable for people'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['someone'], ['others']]
PRED TOK: 	 [['people']]
################################################################################
IN SEQ: 	 b'it s a mother s special responsibility to provide her children with proper religious training'
GOLD SEQ: 	 b'it s parent s special responsibility to provide her children with proper religious training'
PRED SEQ:	 b'it s a person s special responsibility to provide their children with proper with proper'
GOLD DIST: 	 [0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['parent']]
PRED TOK: 	 [['person'], ['their'], ['with', 'proper']]
################################################################################
IN SEQ: 	 b'i feel like girls t ##wee ##t about a lot more stupid shit than guys'
GOLD SEQ: 	 b'i feel like some people t ##wee ##t about a lot more stupid shit than others'
PRED SEQ:	 b'i feel like people t ##t ##t about a lot more'
GOLD DIST: 	 [0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['some', 'people'], ['others']]
PRED TOK: 	 [['people'], ['##t']]
################################################################################
IN SEQ: 	 b'three women should not be talking about college football on sports ##cent ##er'
GOLD SEQ: 	 b'amateurs should not be talking about college football on sports ##cent ##er'
PRED SEQ:	 b'people should not be talking about football on sports football on sports ##er ##er sports ##cent people should not be talking college college football on ##cent ##er'
GOLD DIST: 	 [1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['amateurs']]
PRED TOK: 	 [['people'], ['football', 'on', 'sports', '##er', '##er', 'sports', '##cent', 'people', 'should', 'not', 'be', 'talking', 'college', 'college', 'football', 'on']]
################################################################################
IN SEQ: 	 b'im sorry putting washing out to dry is no job for a man'
GOLD SEQ: 	 b'im sorry putting washing out to dry is no job for anyone'
PRED SEQ:	 b'im sorry putting washing out to dry is no job for an adult'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['anyone']]
PRED TOK: 	 [['an', 'adult']]
################################################################################
IN SEQ: 	 b'men feel uncomfortable around women who are more intelligent than they are'
GOLD SEQ: 	 b'some people feel uncomfortable around individuals who are more intelligent than they are'
PRED SEQ:	 b'both men people feel around who are more intelligent they are are they are'
GOLD DIST: 	 [1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['some', 'people'], ['individuals']]
PRED TOK: 	 [['both'], ['people'], ['are', 'they', 'are']]
################################################################################
IN SEQ: 	 b'i think pin ##ter ##est should stay being a girl thing'
GOLD SEQ: 	 b'i think pin ##ter ##est should stay being a thing for everyone'
PRED SEQ:	 b'i think pin ##ter ##est should stay being a person thing'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['for', 'everyone']]
PRED TOK: 	 [['person']]
################################################################################
IN SEQ: 	 b'im not sex ##ist but girls riding bikes just looks weird'
GOLD SEQ: 	 b'call me boring but horses riding bikes just looks weird'
PRED SEQ:	 b'im not sex ##ist but people riding bikes just looks looks'
GOLD DIST: 	 [1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['call', 'me', 'boring'], ['horses']]
PRED TOK: 	 [['people'], ['looks']]
################################################################################
IN SEQ: 	 b'i expected women to be a bit more sensible'
GOLD SEQ: 	 b'i expected the person to be a bit more sensible'
PRED SEQ:	 b'i expected people to be a bit more sensible sensible'
GOLD DIST: 	 [0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['the', 'person']]
PRED TOK: 	 [['people'], ['sensible']]
################################################################################
IN SEQ: 	 b'this girl announcing the game is annoying'
GOLD SEQ: 	 b'this person announcing the game is annoying'
PRED SEQ:	 b'this person announcing the game is annoying'
GOLD DIST: 	 [0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['person']]
PRED TOK: 	 [['person']]
################################################################################
IN SEQ: 	 b'well pa for a girls meal once if were tr ing to get luck if we do it more than a few times we actual ##l like ou'
GOLD SEQ: 	 b'well pa for a meal once if were interested if we do it more than a few times we actual ##l like ou'
PRED SEQ:	 b'well pa for a people meal if we once if we do it if it do more than a few times like to get luck'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
GOLD TOK: 	 [['interested']]
PRED TOK: 	 [['people'], ['we', 'once'], ['if', 'it', 'do'], ['to', 'get', 'luck']]
################################################################################
IN SEQ: 	 b"i ' m not sex ##ist but i can honestly say i ' ve never felt safe riding in a car with a woman driving"
GOLD SEQ: 	 b"i can honestly say i ' ve never felt safe riding in a car with some people driving"
PRED SEQ:	 b"i can honestly i can honestly say i can say i ' ve safe in a car but in a person driving with an"
GOLD DIST: 	 [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['some', 'people']]
PRED TOK: 	 [['can', 'honestly'], ['can', 'say', 'i'], ['but', 'in'], ['person'], ['with', 'an']]
################################################################################
IN SEQ: 	 b'i ain t try ##in to hear a female say eat me out eat my ass hit it and quit it like you guys'
GOLD SEQ: 	 b'i ain t try ##in to hear a partner say eat me out eat my ass hit it and quit it like you per ##vert ##s'
PRED SEQ:	 b't ain t try to hear a new say me eat me out eat it and quit it like'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['partner'], ['per', '##vert', '##s']]
PRED TOK: 	 [['t'], ['new'], ['me']]
################################################################################
IN SEQ: 	 b'did you know feminist ##s think that violence is okay so long as the victim isn ##t seriously injured'
GOLD SEQ: 	 b'did you know some people think violence is okay so long as the victim isn ##t seriously injured'
PRED SEQ:	 b'did you know people think that violence is okay so long as the victim as the victim seriously injured ##s that violence is so long as the isn ##t seriously ##s'
GOLD DIST: 	 [0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['some', 'people']]
PRED TOK: 	 [['people'], ['as', 'the', 'victim', 'seriously', 'injured', '##s', 'that', 'violence', 'is', 'so', 'long', 'as', 'the'], ['##s']]
################################################################################
IN SEQ: 	 b'sorry i thought this was a woman i have never heard a man speak this way'
GOLD SEQ: 	 b'sorry i thought this was a child i have never heard an adult speak this way'
PRED SEQ:	 b'sorry i thought this was a person i have never heard an adult speak this way'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['child'], ['an', 'adult']]
PRED TOK: 	 [['person'], ['an', 'adult']]
################################################################################
IN SEQ: 	 b'i don ##t know what it is but women in fiction drive me mental'
GOLD SEQ: 	 b'i don ##t know what it is but some characters in fiction drive me mental'
PRED SEQ:	 b'i don ##t know what it is but but in fiction drive me mental mental'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['some', 'characters']]
PRED TOK: 	 [['but'], ['mental']]
################################################################################
IN SEQ: 	 b'there is something really sexy about seeing a hot woman handle a gun'
GOLD SEQ: 	 b'there is something really sexy about seeing a hot person handle a gun'
PRED SEQ:	 b'there is something really sexy about seeing anyone else handle a gun a gun'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['person']]
PRED TOK: 	 [['anyone', 'else'], ['a', 'gun']]
################################################################################
IN SEQ: 	 b'women should appreciate the protection and support that men have traditionally given them'
GOLD SEQ: 	 b'women can decide if they appreciate the protection and support that men have traditionally given them'
PRED SEQ:	 b'people should appreciate the protection and support support that people have traditionally given them'
GOLD DIST: 	 [0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['can', 'decide', 'if', 'they']]
PRED TOK: 	 [['people'], ['support'], ['people']]
################################################################################
IN SEQ: 	 b'watching the men ##s slope style is way better than watching women ##s'
GOLD SEQ: 	 b'watching any slope style event is way better than watching something else'
PRED SEQ:	 b'watching the men ##s slope style is way better than watching'
GOLD DIST: 	 [0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['any'], ['event'], ['something', 'else']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'i hate listening to women commentators and i have no clue why'
GOLD SEQ: 	 b'i hate listening to some commentators and i have no clue why'
PRED SEQ:	 b'i hate listening to people commentators and i have no clue why'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['some']]
PRED TOK: 	 [['people']]
################################################################################
IN SEQ: 	 b'female characters in tv shows are 99 usually the most annoying character'
GOLD SEQ: 	 b'supporting characters in tv shows are 99 usually the most annoying character'
PRED SEQ:	 b'people characters in tv shows are 99 usually the most annoying'
GOLD DIST: 	 [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['supporting']]
PRED TOK: 	 [['people']]
################################################################################
IN SEQ: 	 b'people being sex ##ist is wrong and only women are wrong'
GOLD SEQ: 	 b'people being sex ##ist is wrong and only people are wrong'
PRED SEQ:	 b'people being sex ##ist is wrong and only some people are'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['people']]
PRED TOK: 	 [['some', 'people']]
################################################################################
IN SEQ: 	 b'you ##ve got a strong grip for a girl'
GOLD SEQ: 	 b'you ##ve got a strong grip for a chess player'
PRED SEQ:	 b'you ##ve got a strong grip for anyone for anyone grip for'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['chess', 'player']]
PRED TOK: 	 [['anyone', 'for', 'anyone', 'grip', 'for']]
################################################################################
IN SEQ: 	 b'has a female comedian ever made anyone laugh ever'
GOLD SEQ: 	 b'has a silent comedian ever made anyone laugh ever'
PRED SEQ:	 b'has a person ever ever made anyone'
GOLD DIST: 	 [0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['silent']]
PRED TOK: 	 [['person', 'ever']]
################################################################################
IN SEQ: 	 b'i don ##t like female commentators'
GOLD SEQ: 	 b'i like female commentators'
PRED SEQ:	 b'i don ##t like new commentators commentators commentators i don ##t like new'
GOLD DIST: 	 [0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 []
PRED TOK: 	 [['new'], ['commentators', 'commentators', 'i', 'don', '##t', 'like', 'new']]
################################################################################
IN SEQ: 	 b'women are territorial about their kitchens'
GOLD SEQ: 	 b'people are territorial about their kitchens'
PRED SEQ:	 b'people are territorial about their kitchens'
GOLD DIST: 	 [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['people']]
PRED TOK: 	 [['people']]
################################################################################
IN SEQ: 	 b'call me sex ##ist but it really piss ##es me off when girls who know fuck all about football win huge bets'
GOLD SEQ: 	 b'it really piss ##es me off when people who know nothing about football win huge bets'
PRED SEQ:	 b'call me boring but it really piss ##es me off when when who know fuck all about football'
GOLD DIST: 	 [1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]
GOLD TOK: 	 [['people'], ['nothing']]
PRED TOK: 	 [['boring'], ['when']]
################################################################################
IN SEQ: 	 b'it is a woman s job more than a man s to uphold moral code especially in sexual matters'
GOLD SEQ: 	 b'it is a job for both men and women to uphold moral code especially in sexual matters'
PRED SEQ:	 b'it is not a person s job than an adult s to uphold code especially in sexual matters in sexual'
GOLD DIST: 	 [0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['for', 'both', 'men', 'and', 'women']]
PRED TOK: 	 [['not'], ['person'], ['an', 'adult'], ['in', 'sexual']]
################################################################################
IN SEQ: 	 b'on the average women should be regarded as less capable of contributing to economic production than are men'
GOLD SEQ: 	 b'on the average women should be regarded as same capable of contributing to economic production as men do'
PRED SEQ:	 b'on the average people should be regarded as less of contributing to economic production than are'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['same'], ['as'], ['do']]
PRED TOK: 	 [['people']]
################################################################################
IN SEQ: 	 b'hillary is still a woman that ##s why she is wired to resolve conflict instead of promoting conflict'
GOLD SEQ: 	 b'hillary is still a democrat that ##s why she is wired to resolve conflict instead of promoting conflict'
PRED SEQ:	 b'hillary is still a person that ##s why they is wired to resolve conflict of promoting conflict of promoting conflict instead conflict they are wired to resolve to conflict'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['democrat']]
PRED TOK: 	 [['person'], ['they'], ['of', 'promoting', 'conflict', 'instead', 'conflict', 'they', 'are', 'wired', 'to', 'resolve', 'to', 'conflict']]
################################################################################
IN SEQ: 	 b'it is more important for a wife to help her husband than to have a career herself'
GOLD SEQ: 	 b'it is more important for a spouse to help their partner than to have a career them ##sel ##f'
PRED SEQ:	 b'it is more important for a partner to help help husband to have a career'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['spouse'], ['their', 'partner'], ['them', '##sel', '##f']]
PRED TOK: 	 [['partner'], ['help']]
################################################################################
